Song_Name,Artist,Danceability,Energy,Key,Loudness,Speechiness,Acousticness,Instrumentalness,Liveness,Valence,Temp,Target
Marry Me,Thomas Rhett,0.588,0.408,3,-8.662,0.0237,0.113,0,0.13,0.484,85.008,-1
Simple,Florida Georgia Line,0.375,0.889,3,-3.704,0.0991,0.0848,0,0.136,0.881,199.669,-1
Hurricane,Luke Combs,0.464,0.813,10,-6.185,0.0416,0.0153,0,0.254,0.516,75.975,-1
Singles You Up,Jordan Davis,0.491,0.907,7,-3.594,0.0481,0.0491,0,0.242,0.631,199.943,-1
Take Back Home Girl (feat. Tori Kelly),Chris Lane,0.488,0.783,11,-3.967,0.0725,0.356,0,0.0921,0.664,159.924,-1
Small Town Boy,Dustin Lynch,0.554,0.743,9,-6.016,0.0287,0.0251,0,0.359,0.673,72.997,-1
Yours,Russell Dickerson,0.555,0.722,11,-6.005,0.034,0.119,0,0.0861,0.559,134.058,-1
Written in the Sand,Old Dominion,0.725,0.437,6,-9.602,0.0575,0.593,0,0.0842,0.759,83.985,-1
In Case You Didn't Know,Brett Young,0.607,0.536,10,-7.306,0.0305,0.386,0,0.102,0.434,147.986,-1
All on Me,Devin Dawson,0.634,0.668,5,-5.488,0.0291,0.14,0,0.216,0.635,80.989,-1
Up Down (feat. Florida Georgia Line),Morgan Wallen,0.588,0.885,6,-3.046,0.0346,0.0788,0,0.175,0.786,129.933,-1
Greatest Love Story,LANCO,0.671,0.617,10,-8.72,0.0561,0.401,0,0.119,0.62,147.986,-1
Parallel Line,Keith Urban,0.621,0.477,0,-5.284,0.0334,0.202,0,0.215,0.481,81.976,-1
Losing Sleep,Chris Young,0.584,0.621,1,-5.703,0.0443,0.0715,1.68e-06,0.389,0.634,92.003,-1
I'd Be Jealous Too,Dustin Lynch,0.716,0.718,0,-5.355,0.0293,0.0896,0,0.473,0.537,100.934,-1
Born to Love You,LANCO,0.659,0.902,7,-6.192,0.0296,0.13,9.45e-05,0.0574,0.809,124.985,-1
The Long Way,Brett Eldredge,0.488,0.637,10,-7.63,0.0401,0.265,0,0.106,0.23,88.865,-1
Life Changes,Thomas Rhett,0.687,0.842,7,-4.382,0.058,0.105,0,0.0436,0.778,87.968,-1
Break Up in the End,Cole Swindell,0.51,0.386,1,-8.391,0.0307,0.456,0,0.252,0.266,86.36,-1
The Git Up,Blanco Brown,0.847,0.678,9,-8.635,0.109,0.0669,0,0.274,0.811,97.984,-1
Solway Firth,Slipknot,0.214,0.969,11,-3.924,0.106,0.000347,0.246,0.138,0.0369,159.948,-2
Earth & Sky,Of Mice & Men,0.352,0.967,0,-4.326,0.0843,0.000304,0.0811,0.356,0.271,177.407,-2
I'll Be There,Bad Wolves,0.579,0.874,8,-6.006,0.0672,5.13e-05,0.0592,0.0947,0.608,127.995,-2
Pay No Mind,Alter Bridge,0.302,0.929,6,-5.157,0.0787,8.21e-06,0.667,0.111,0.257,195.871,-2
Layers of Time,Lacuna Coil,0.422,0.908,2,-3.019,0.0452,2.03e-05,0.0688,0.148,0.112,94.033,-2
I Am Broken Too,Killswitch Engage,0.421,0.973,7,-4.221,0.0621,3.11e-05,0.00536,0.224,0.634,75.035,-2
You Ain't Ready,Skillet,0.52,0.973,4,-3.952,0.0702,0.00285,0,0.377,0.622,94.078,-2
The Cure,Wolves At The Gate,0.468,0.969,10,-4.535,0.0966,4.17e-05,0.000123,0.0451,0.113,90.014,-2
New Gods,Thy Art Is Murder,0.388,0.979,4,-3.296,0.161,4.34e-05,0,0.0752,0.0582,140.03,-2
The Hunted (feat. Sully Erna),Saint Asonia,0.322,0.95,2,-4.553,0.182,1.52e-05,9.61e-06,0.158,0.263,199.958,-2
Mirrors,Fit For An Autopsy,0.455,0.926,7,-4.59,0.0591,0.000406,0,0.0626,0.0789,121.001,-2
Wrath,War Of Ages,0.385,0.955,6,-5.096,0.134,6.96e-05,0.349,0.459,0.291,119.791,-2
Cheapside Sloggers (feat. Gary Holt),Volbeat,0.422,0.932,6,-4.174,0.0535,8.95e-05,0.0454,0.209,0.359,142.072,-2
Bat Salad,High On Fire,0.287,0.837,6,-7.649,0.079,0.00658,0.61,0.144,0.598,103.691,-2
Burn!,Kobra And The Lotus,0.392,0.86,2,-4.315,0.0895,0.000539,6.53e-05,0.139,0.453,161.987,-2
Break Me Down,Sleeping With Sirens,0.478,0.985,5,-3.005,0.127,0.0051,0,0.153,0.321,91.941,-2
Cheyenna,The 69 Eyes,0.503,0.915,6,-5.896,0.0478,0.000407,0.547,0.129,0.399,132.002,-2
Path of Destiny,Equilibrium,0.451,0.978,4,-5.049,0.0932,0.000119,0.0501,0.287,0.252,106.002,-2
[Mind Over Mind],Norma Jean,0.353,0.976,1,-3.319,0.139,6.5e-06,0.0244,0.33,0.25,143.765,-2
Take Me,Gideon,0.561,0.967,10,-3.532,0.0788,0.000105,0.0268,0.152,0.309,119.965,-2
Innocent,Uneven Structure,0.515,0.687,6,-9.631,0.0585,0.00116,9.56e-05,0.106,0.332,105.967,-2
Divine Isolation,All Out War,0.323,0.987,2,-5.459,0.119,2.5e-05,0.0139,0.409,0.243,111.818,-2
Celestite Woman,Lacrimas Profundere,0.404,0.984,0,-4.481,0.0485,0.00123,0.745,0.366,0.766,156.004,-2
"If You Know, You Know",TheCityIsOurs,0.529,0.972,6,-3.907,0.0874,0.000322,0.000161,0.26,0.381,100.067,-2
Decompose,Wednesday 13,0.391,0.822,2,-8.549,0.0553,2.91e-05,0.00845,0.0745,0.291,133.672,-2
Burn It All Down,The Agonist,0.446,0.988,2,-4.555,0.17,2.19e-06,0.0438,0.313,0.133,116.3,-2
Who I Am,Wage War,0.502,0.968,1,-3.423,0.155,0.000909,1.46e-06,0.621,0.209,106.994,-2
Elimination,Entombed A.D.,0.096,0.969,7,-5.085,0.106,5.2e-05,0.278,0.214,0.0668,163.329,-2
The Dark Companion,Damnation Defaced,0.505,0.879,2,-6.117,0.0563,0.000447,0.311,0.335,0.0753,114.985,-2
Swamp,Psycho Choke,0.571,0.96,7,-3.862,0.0635,0.000304,0,0.109,0.594,113.941,-2
The Omniscient,The Great Old Ones,0.343,0.944,8,-6.383,0.117,7.24e-05,0.903,0.131,0.0347,95.012,-2
Heartfeeder,Forgetting The Memories,0.332,0.957,3,-3.721,0.114,5.15e-05,0.00574,0.122,0.33,160.075,-2
Crowned in Retaliation,Vitriol,0.214,0.981,0,-3.88,0.101,7.59e-06,0.868,0.103,0.0347,82.679,-2
Zerfall,Finsterforst,0.363,0.965,4,-4.206,0.0774,2.4e-05,0.00469,0.278,0.333,162.17,-2
All Consuming Filth,Implore,0.398,0.973,6,-4.041,0.0641,7.73e-06,0.968,0.333,0.213,94.012,-2
The Flood,Cabin Boy Jumped Ship,0.47,0.91,8,-4.072,0.0543,0.000746,3.25e-05,0.335,0.42,139.933,-2
82nd All the Way,Sabaton,0.479,0.974,0,-5.973,0.22,0.00205,0,0.113,0.352,162.034,-2
Fortune Teller,Stray From The Path,0.339,0.963,1,-2.129,0.141,0.000649,0,0.337,0.557,138.88,-2
Seeing Red,Obey The Brave,0.416,0.995,7,-3.502,0.17,4.04e-05,0.000134,0.121,0.107,75.063,-2
Trapped in the Grasp of a Memory,Knocked Loose,0.324,0.953,10,-3.653,0.201,0.000226,2.5e-05,0.86,0.124,142.825,-2
Heart in Hand,Opeth,0.457,0.911,9,-6.835,0.0956,0.00011,0.143,0.339,0.205,120.016,-2
The Violence,Asking Alexandria,0.646,0.851,8,-4.22,0.0662,0.00618,0,0.629,0.333,129.918,-2
All Animal,Through Fire,0.57,0.924,9,-4.772,0.0875,1.66e-05,0.0113,0.0819,0.332,101.046,-2
Problems,Stitched Up Heart,0.249,0.935,6,-3.835,0.168,0.00542,0,0.107,0.364,184.482,-2
Blinded,Alien Weaponry,0.509,0.852,6,-6.27,0.0838,0.000134,0.0561,0.0956,0.128,187.016,-2
BLURRY (out of place),Crown The Empire,0.357,0.829,1,-5.071,0.0993,0.00225,0,0.113,0.464,194.002,-2
Fools Gold,Nemesea,0.524,0.924,11,-5.779,0.0532,0.000615,0.0264,0.2,0.5,95.115,-2
Manifest Reality,Sacred Reich,0.409,0.976,8,-8.37,0.0497,0.00113,0.131,0.615,0.387,91.037,-2
Loneliness,Underoath,0.355,0.937,1,-4.099,0.0522,0.000202,0.00372,0.301,0.445,177.034,-2
Levitate,Sleep Token,0.465,0.373,0,-10.389,0.0335,0.673,0.00187,0.0814,0.0566,128.001,-2
Dove and Fist,Stick To Your Guns,0.467,0.98,7,-3.646,0.18,9.17e-05,0,0.391,0.328,93.967,-2
The Bastard Son,Monolord,0.411,0.57,4,-10.627,0.0287,0.00363,0.869,0.154,0.216,108.233,-2
Beg for Life,Tomb Mold,0.295,0.93,0,-6.027,0.0821,0.00862,0.83,0.355,0.0761,126.531,-2
Use Me,Wither,0.443,0.975,2,-6.206,0.146,0.000278,0.00213,0.117,0.0895,135.014,-2
Bloodlust Contamination,Creeping Death,0.153,0.994,9,-4.23,0.0924,0.000216,0.893,0.343,0.32,89.015,-2
Hole In Me,Void Of Vision,0.278,0.991,11,-0.386,0.139,0.000297,0.0841,0.334,0.167,114.982,-2
Empty & Hollow,And Hell Followed With,0.357,0.992,11,-3.498,0.145,0.000422,0.0012,0.369,0.0324,99.964,-2
Acacius,Hills Have Eyes,0.456,0.901,11,-5.664,0.0659,1.16e-05,6.21e-06,0.0889,0.167,108.491,-2
Leech,Somewhere to Call Home,0.51,0.991,10,-4.461,0.109,0.000694,6.85e-06,0.761,0.206,115.874,-2
Eschatology,Walking Across Jupiter,0.518,0.947,0,-7.18,0.0602,6.43e-05,0.0157,0.181,0.347,105.017,-2
Hurricane,Convictions,0.194,0.972,2,-3.346,0.189,0.000454,1.74e-05,0.114,0.326,165.001,-2
My Time,Exhorder,0.38,0.967,7,-9.869,0.068,3.84e-05,0.000889,0.0623,0.118,203.961,-2
Sacrilegious,Sharks In Your Mouth,0.419,0.998,10,-3.458,0.448,0.00511,0,0.0856,0.0338,150.087,-2
M.E.T.A.L.,Freedom Call,0.456,0.901,6,-3.922,0.127,0.00265,9.26e-05,0.0971,0.549,162.059,-2
Prototype,Unprocessed,0.575,0.943,0,-6.803,0.121,0.000697,0.235,0.663,0.0671,132.52,-2
Savior,Hollow City,0.569,0.918,1,-6.277,0.0788,0.000161,7.23e-06,0.398,0.843,108.032,-2
Dawn of the Dragonstar,Twilight Force,0.284,0.861,7,-6.829,0.0782,0.00068,0,0.156,0.24,175.074,-2
DROWN,My Favourite Nemesis,0.439,0.955,7,-5.345,0.0956,8.39e-05,0.00442,0.322,0.252,76.522,-2
Wings of Steel,Burning Witches,0.448,0.99,1,-3.044,0.109,2.46e-05,0.0208,0.209,0.314,148.067,-2
Betrayal,Destruction,0.449,0.994,9,-4.21,0.148,1.33e-05,0.16,0.289,0.1,95.511,-2
Dead Weight,Fear Of Domination,0.504,0.95,11,-5.596,0.16,0.000807,0,0.187,0.222,144.92,-2
Hate Circuit,Bound in Fear,0.341,0.901,7,-5.222,0.18,0.00024,0.494,0.248,0.195,133.001,-2
Persistence,Flaw,0.549,0.96,1,-4.388,0.122,0.000266,5.82e-05,0.33,0.334,110.049,-2
Ethereal Nightmare,Hatriot,0.344,0.993,1,-4.42,0.228,7.06e-05,0.527,0.313,0.0975,199.952,-2
Mistakes,Vitja,0.299,0.944,4,-4.997,0.0698,0.00371,5.6e-06,0.313,0.341,130.02,-2
I See You in Me,As I May,0.312,0.941,4,-5.708,0.0841,0.000156,2.9e-05,0.218,0.329,179.986,-2
Cryptoubiquity,Wormed,0.187,0.93,11,-8.907,0.297,0.000609,0.85,0.111,0.038,150.001,-2
Freakshow,Nervosa,0.453,0.994,1,-3.721,0.112,3.79e-06,0.146,0.337,0.307,130.072,-2
Mutinous,"Oh, Sleeper",0.29,0.959,1,-3.073,0.124,0.000155,0,0.22,0.453,131.639,-2
All I Wanna Do is Fuck (Myself Tonight),Steel Panther,0.447,0.962,1,-3.079,0.137,0.00115,0,0.136,0.323,165.92,-2
No Road Too Long,Terror,0.415,0.982,6,-2.908,0.141,0.000134,8.46e-06,0.0933,0.207,107.606,-2
Oh My God,HELLYEAH,0.315,0.975,6,-2.912,0.198,0.000368,0,0.248,0.35,159.455,-2
COEXIST,coldrain,0.513,0.971,1,-3.979,0.106,7.4e-05,6.94e-06,0.26,0.374,138.055,-2
Heroes of the Dawn,Visions of Atlantis,0.501,0.873,0,-7.724,0.0571,0.00191,0,0.0679,0.387,147.969,-2
From Hell,Casket Robbery,0.473,0.965,1,-5.177,0.124,7.88e-05,4.08e-05,0.534,0.408,170.969,-2
Silverseal,Elvenking,0.586,0.953,11,-5.129,0.0917,0.000706,8.12e-05,0.0344,0.578,107.472,-2
Lovesick,The Offering,0.399,0.964,1,-6.123,0.11,4.81e-05,0,0.245,0.197,154.986,-2
Sick Statistic,Year of the Knife,0.236,0.996,4,-2.789,0.208,0.000567,2.09e-05,0.291,0.113,157.478,-2
Path to Destruction,In Search of Solace,0.558,0.944,6,-3.382,0.12,0.000278,0,0.448,0.631,129.972,-2
Endless War,Suicidal Angels,0.485,0.966,2,-6.582,0.0893,0.00185,0.00894,0.157,0.421,179.996,-2
Through Eyes of Stone,1349,0.414,0.945,0,-11.952,0.0802,3.56e-06,0.682,0.283,0.0457,112.546,-2
The Eye,Domination Inc.,0.518,0.996,1,-5.327,0.229,4.77e-06,0.181,0.32,0.0396,127.542,-2
Shaking off the Disease,The Oklahoma Kid,0.494,0.926,7,-7.171,0.065,0.000797,0.214,0.164,0.341,107.022,-2
Shape Your Reality,NorthTale,0.416,0.983,10,-4.086,0.131,0.000187,0.00132,0.445,0.193,164.982,-2
With Hate,Illdisposed,0.41,0.969,10,-6.749,0.0336,4.31e-05,0.392,0.345,0.321,92.995,-2
You Are the Air That I Breathe - Single Version,Narnia,0.509,0.93,1,-6.03,0.045,0.000446,1.23e-06,0.288,0.628,126.042,-2
Narcissistic Paraphilia,Devourment,0.24,0.902,6,-7.547,0.0888,8.2e-05,0.863,0.37,0.294,111.074,-2
The Demoness,Auras,0.467,0.986,11,-4.458,0.108,7.01e-06,0.0178,0.158,0.391,130.026,-2
No Cure,Capture,0.419,0.949,1,-4.937,0.125,0.000322,0.00285,0.822,0.134,143.023,-2
World War X,Carnifex,0.312,0.96,10,-6.164,0.264,9.75e-05,0.19,0.806,0.0699,112.43,-2
Penance,Uniform,0.517,0.734,2,-10.535,0.0302,0.000313,0.849,0.0939,0.0354,115.998,-2
Anxiety,Gatecreeper,0.171,0.98,7,-5.553,0.144,9.27e-06,0.336,0.364,0.182,158.076,-2
Fiesta Y Copas,Sinner,0.512,0.893,0,-4.749,0.053,3.17e-05,0.000631,0.11,0.584,145.093,-2
Pages from a Manuscript,Second to Sun,0.369,0.884,2,-6.159,0.0789,0.000154,0.884,0.728,0.0953,170.118,-2
Longclaw,Earth Eater,0.466,0.965,1,-3.29,0.211,0.00112,0.0565,0.247,0.0591,99.971,-2
Belligerent 'Til Death,Aura Noir,0.275,0.995,6,-4.874,0.202,0.000429,0.00123,0.0764,0.0888,122.202,-2
Melting Eyes,VAK,0.445,0.771,10,-7.09,0.051,6.63e-05,0.824,0.305,0.131,110.921,-2
Stumbling Toward Catharsis,Immortal Bird,0.264,0.945,2,-4.413,0.15,1.6e-05,0.41,0.0642,0.0389,104.91,-2
Phantom Pain,Gravemind,0.394,0.988,3,-2.852,0.174,0.000309,0.000183,0.412,0.251,160.066,-2
Unleashed,Killswitch Engage,0.531,0.984,7,-7.243,0.0607,0.000158,0.000788,0.168,0.133,120.016,-2
You'll Never Find Me,Korn,0.581,0.903,8,-5.013,0.0786,9.07e-05,0.124,0.187,0.177,107.028,-2
Gasoline,I Prevail,0.546,0.945,1,-4.399,0.0531,0.000311,0,0.724,0.545,135.128,-2
DEUTSCHLAND,Rammstein,0.521,0.895,7,-5.242,0.0442,5.54e-05,0.349,0.0985,0.237,120.117,-2
Unsainted,Slipknot,0.427,0.944,7,-2.885,0.0565,0.000197,0.0159,0.0625,0.248,101.078,-2
All Pride No Pain,Upon A Burning Body,0.594,0.933,4,-6.072,0.198,0.00017,0.359,0.264,0.159,108.041,-2
Drowning In The Sound,Trivium,0.478,0.972,6,-4.157,0.153,0.00114,0.000122,0.354,0.245,100.05,-2
Brand New Numb,Motionless In White,0.566,0.886,0,-3.63,0.0902,0.000348,0,0.494,0.619,130.066,-2
I Am Above,In Flames,0.544,0.98,10,-4.495,0.108,3.42e-05,6.85e-06,0.0689,0.191,120.026,-2
Counterfeit,Wolves At The Gate,0.469,0.977,1,-3.535,0.0506,1.08e-05,0,0.591,0.333,95.009,-2
Wouldn’t You Rather,Alter Bridge,0.46,0.967,1,-4.781,0.0911,3.67e-06,0.873,0.274,0.228,107.992,-2
Leave It All Behind,Sleeping With Sirens,0.555,0.925,2,-4.008,0.121,0.00402,0.000345,0.122,0.308,97.495,-2
Glasswalk,Bury Tomorrow,0.505,0.929,1,-7.215,0.0571,2.89e-05,0.0269,0.0998,0.293,120.02,-2
Mirrors,Fit For An Autopsy,0.45,0.934,7,-3.309,0.0599,0.000349,0,0.0636,0.0888,121.093,-2
Burn It Down,Silverstein,0.479,0.97,7,-3.604,0.179,0.00152,0,0.0703,0.556,164.069,-2
Save Me,Skillet,0.556,0.888,1,-3.985,0.0377,0.000377,0,0.214,0.446,96.033,-2
Mushroom Cloud,Of Mice & Men,0.258,0.987,6,-3.858,0.214,4.36e-05,0.302,0.372,0.395,169.995,-2
Redefined,As I Lay Dying,0.461,0.954,7,-5.003,0.0989,4.61e-06,0.518,0.0724,0.253,140.079,-2
Spineless,Blood Youth,0.476,0.948,6,-5.489,0.106,1.91e-05,0.00117,0.221,0.303,99.988,-2
The Red Baron,Sabaton,0.404,0.97,0,-5.853,0.42,0.0257,0,0.0741,0.196,95.047,-2
AUSLÄNDER,Rammstein,0.681,0.912,0,-4.159,0.0912,0.000757,0.00136,0.359,0.479,125.031,-2
Eternal Machine,Betraying The Martyrs,0.446,0.955,1,-3.757,0.0713,1.41e-05,0.0468,0.368,0.138,97.538,-2
Disguise,Motionless In White,0.497,0.932,6,-4.621,0.0952,0.000147,0,0.11,0.482,104.932,-2
All Out Life,Slipknot,0.499,0.97,0,-2.838,0.116,0.000683,0.136,0.0871,0.0506,106.558,-2
No Absolution,Lost Society,0.523,0.94,9,-4.74,0.0532,2.64e-05,0.00861,0.18,0.425,124.027,-2
Hollowed Heart,Make Them Suffer,0.357,0.985,11,-2.878,0.159,5.67e-05,0.000454,0.152,0.35,90.302,-2
Bow Down,I Prevail,0.426,0.959,0,-4.95,0.0525,5.36e-05,6.54e-06,0.707,0.372,155.01,-2
The Champ is Coming,Upon A Burning Body,0.425,0.995,2,-4.565,0.243,1.05e-05,0.685,0.351,0.0398,90.005,-2
Bloodline,Northlane,0.524,0.973,3,-5.784,0.118,0.000108,0.259,0.158,0.367,97.462,-2
Fleur de lis,The Raven Age,0.453,0.971,2,-4.239,0.1,1.69e-05,0.000327,0.0873,0.252,85.027,-2
Of Silk and Straw,Resolve,0.422,0.994,6,-1.445,0.186,1.45e-05,0.671,0.12,0.154,90.025,-2
Renegades - A Lost Generation,Equilibrium,0.465,0.957,4,-5.959,0.081,0.000111,0.629,0.254,0.309,113.075,-2
Leviathan,Volbeat,0.545,0.86,9,-4.053,0.0383,0.00347,0.000344,0.0884,0.5,90.004,-2
War,Palisades,0.439,0.958,9,-4.236,0.0953,4.32e-06,2.41e-06,0.0641,0.254,90.036,-2
Disease,Beartooth,0.525,0.957,0,-3.742,0.0689,0.00202,3.25e-06,0.333,0.456,97.445,-2
Alone,Of Virtue,0.5,0.948,3,-2.856,0.0612,0.0013,0.0228,0.164,0.508,90.061,-2
Crack the Sky,Amon Amarth,0.511,0.948,10,-5.024,0.0637,0.00154,0.236,0.166,0.341,123.009,-2
Sudden Sky,Crown The Empire,0.512,0.945,4,-4.059,0.0566,5.79e-05,0.00171,0.104,0.249,104.981,-2
Fade,Catch Your Breath,0.59,0.873,2,-5.628,0.105,0.00027,2.2e-06,0.0681,0.204,119.978,-2
Lighthouse,Imminence,0.203,0.983,1,-5.632,0.235,1.23e-05,0.105,0.111,0.17,134.924,-2
Nimrod,Nine Shrines,0.542,0.988,11,-2.535,0.177,6.63e-06,0.0184,0.231,0.219,127.971,-2
The Reckoning,Within Temptation,0.31,0.825,1,-4.53,0.0563,0.00356,0,0.641,0.475,89.885,-2
The Old Me,Memphis May Fire,0.433,0.989,6,-3.694,0.241,4.63e-05,2.51e-05,0.623,0.508,87.442,-2
Trespass,Elwood Stray,0.475,0.954,5,-4.035,0.094,0.000253,0,0.23,0.495,134.962,-2
How To Survive,Of Mice & Men,0.533,0.979,0,-4.119,0.11,0.000257,0.000142,0.117,0.253,99.914,-2
On My Side,Demon Hunter,0.48,0.953,1,-5.061,0.0889,4.68e-06,0.0667,0.0805,0.268,95.016,-2
Savior,Any Given Day,0.48,0.977,0,-2.684,0.162,2.69e-05,6.47e-05,0.103,0.136,135.036,-2
Manic,Orchards,0.551,0.953,11,-4.091,0.0875,7.31e-05,0.000633,0.185,0.384,120.019,-2
Eternal Forward Motion,Employed To Serve,0.166,0.988,1,-3.367,0.141,1.13e-05,1.21e-05,0.462,0.207,168.629,-2
Raven's Flight,Amon Amarth,0.484,0.996,10,-5.045,0.12,0.0005,0.0817,0.382,0.0684,120.041,-2
Betrayal of The Mind,The Raven Age,0.339,0.978,10,-3.14,0.173,2.36e-05,0.000716,0.155,0.155,112.543,-2
Over It,Bullet For My Valentine,0.374,0.971,11,-4.284,0.0697,7.69e-05,0,0.322,0.701,97.625,-2
Low,Wage War,0.535,0.972,1,-4.146,0.0798,2.15e-05,0.733,0.0758,0.251,129.995,-2
Here Comes The Boom,Rise Of The Northstar,0.59,0.969,7,-3.396,0.0817,0.00214,0.132,0.952,0.223,105.022,-2
Cross Off,Mark Morton,0.532,0.935,2,-5.102,0.129,0.0001,0,0.0989,0.325,131.997,-2
Hereafter,Architects,0.513,0.973,6,-4.115,0.0849,4.58e-05,0.00326,0.224,0.159,121.018,-2
Fuck Love,All That Remains,0.504,0.952,1,-4.397,0.0869,0.000188,0.0207,0.916,0.121,96.036,-2
The Hell I Overcame,Bad Omens,0.391,0.975,10,-4.292,0.111,2.63e-05,0,0.0927,0.233,74.994,-2
The American Nightmare,Ice Nine Kills,0.516,0.974,2,-4.296,0.105,7.51e-05,0.000866,0.405,0.401,120.043,-2
No More,Disturbed,0.53,0.988,7,-2.406,0.121,0.000285,0,0.222,0.521,101.28,-2
HAUNT ME,While She Sleeps,0.485,0.968,5,-4.864,0.0912,0.0014,8.19e-06,0.23,0.269,91.973,-2
Behold The Crown,After The Burial,0.513,0.975,1,-4.754,0.116,1.46e-05,0.626,0.245,0.143,102.465,-2
333,HELLYEAH,0.515,0.997,5,-1.959,0.112,0.00067,3.07e-06,0.373,0.461,104.019,-2
Black Flame,Bury Tomorrow,0.41,0.938,5,-5.04,0.075,0.000361,0.00465,0.153,0.163,148.991,-2
Paralyzed,Dream Theater,0.465,0.936,6,-5.05,0.138,8.84e-05,0.000328,0.0661,0.461,82.006,-2
Chaos And Earthquakes,Nonpoint,0.524,0.843,10,-5.578,0.0536,0.000417,0.125,0.375,0.212,85.993,-2
Platitudes and Barren Words,Children Of Bodom,0.314,0.963,2,-7.234,0.0595,6.31e-06,0.213,0.342,0.401,179.944,-2
Blood Eagle,Periphery,0.492,0.982,1,-5.251,0.147,8.87e-05,0.0108,0.392,0.0877,124.94,-2
Coma Blue,Annisokay,0.222,0.987,2,-4.588,0.165,1.31e-05,0.0162,0.63,0.116,113.733,-2
Dominate Me,Fight The Fury,0.589,0.976,7,-3.024,0.0726,3.26e-05,0.189,0.248,0.356,121.982,-2
THE GUILTY PARTY,While She Sleeps,0.525,0.943,0,-5.652,0.0631,0.0029,7.37e-05,0.0698,0.184,108.972,-2
Anger Left Behind,Atreyu,0.416,0.987,0,-3.333,0.21,0.0567,0.000145,0.0853,0.258,155.045,-2
Inferno,Amaranthe,0.56,0.97,7,-6.071,0.106,0.000244,2.06e-05,0.182,0.381,99.992,-2
BURN IT,FEVER 333,0.586,0.951,6,-3.022,0.209,0.00461,0,0.0767,0.471,130.009,-2
Close Enough,Demon Hunter,0.559,0.943,7,-5.069,0.176,3.88e-05,0.0284,0.146,0.274,134.992,-2
"I, the Mask",In Flames,0.47,0.988,10,-4.133,0.0836,2.67e-05,0.0154,0.31,0.463,104.995,-2
Vultures,Wheel,0.332,0.841,2,-6.888,0.043,3.34e-05,0.199,0.806,0.556,132.712,-2
Arrival,Soilwork,0.476,0.99,4,-3.491,0.12,5.4e-06,0.251,0.661,0.149,119.973,-2
Heavy Is The Weight (feat. Andy Mineo),Memphis May Fire,0.556,0.951,9,-3.179,0.0729,0.000464,0,0.292,0.482,128.051,-2
Dreadful Moments,Jinjer,0.489,0.962,9,-3.925,0.0614,2.57e-05,0.0233,0.141,0.276,101.989,-2
Black Bear,Whitechapel,0.517,0.994,0,-4.29,0.187,0.000252,0.717,0.0403,0.133,105.145,-2
Final Breath,The Browning,0.137,0.946,7,-4.629,0.099,0.00243,0.00444,0.168,0.171,175.361,-2
Happy Song,Bring Me The Horizon,0.296,0.912,5,-3.433,0.0645,3.45e-05,0.00264,0.389,0.276,171.931,-2
Shout At The Devil,Mötley Crüe,0.489,0.953,0,-4.615,0.0858,0.02,0.00021,0.113,0.447,94.443,-2
Jekyll and Hyde,Five Finger Death Punch,0.537,0.964,9,-4.157,0.113,0.000599,1.14e-05,0.0564,0.712,155.017,-2
Crushed,Parkway Drive,0.404,0.964,2,-4.569,0.115,0.00228,5.16e-06,0.0888,0.24,84.996,-2
The Heart From Your Hate,Trivium,0.582,0.928,10,-4.659,0.0635,0.00876,5.03e-06,0.297,0.565,113.043,-2
Throne,Bring Me The Horizon,0.426,0.888,0,-3.72,0.0987,0.000455,0,0.306,0.387,144.111,-2
Looks That Kill,Mötley Crüe,0.485,0.945,0,-5.954,0.0402,0.0033,0.00525,0.0997,0.731,135.957,-2
The Sound Of Truth,As I Lay Dying,0.368,0.981,2,-4.084,0.12,2.02e-05,0.00549,0.129,0.277,165.018,-2
Vice Grip,Parkway Drive,0.48,0.988,11,-3.229,0.0838,3.17e-05,0.00432,0.389,0.252,124.041,-2
Looking Down the Barrel of Today,Hatebreed,0.487,0.987,1,-4.71,0.0812,0.000651,0.0506,0.284,0.499,180.065,-2
March of the S.O.D.,S.O.D.,0.414,0.72,9,-12.889,0.0402,0.00702,0.788,0.32,0.853,146.459,-2
You Want a Battle? (Here's a War),Bullet For My Valentine,0.295,0.98,2,-4.075,0.0854,3.21e-05,0,0.359,0.283,134.335,-2
Hail to the King,Avenged Sevenfold,0.585,0.887,3,-5.086,0.0362,0.000376,0.0518,0.132,0.711,118.035,-2
Omerta,Lamb of God,0.413,0.982,6,-4.079,0.201,0.00242,0.00112,0.323,0.155,118.504,-2
Wash It All Away,Five Finger Death Punch,0.485,0.987,4,-3.1,0.0738,2.08e-05,0,0.267,0.272,123.576,-2
Wild Eyes,Parkway Drive,0.299,0.99,6,-3.498,0.156,0.000732,0.000405,0.165,0.197,110.313,-2
Broken Cross,Architects,0.434,0.956,8,-4.888,0.141,3.02e-05,0.000252,0.119,0.174,159.977,-2
Can You Feel My Heart,Bring Me The Horizon,0.15,0.859,4,-2.827,0.0595,0.00201,0.194,0.387,0.354,170.527,-2
Unholy Confessions,Avenged Sevenfold,0.448,0.875,2,-5.446,0.0666,0.000359,0.00109,0.255,0.524,92.53,-2
My Last Serenade,Killswitch Engage,0.441,0.943,3,-4.996,0.138,0.000506,0.0397,0.122,0.142,177.971,-2
In Between,Beartooth,0.462,0.972,7,-2.642,0.138,0.00285,0,0.666,0.449,128.092,-2
